prefix	 next_hop	 masca	 interfata
a3a4c0 2a3a4c0 ffffff 0
a4a4c0 2a4a4c0 ffffff 0
a5a4c0 2a5a4c0 ffffff 3
a6a4c0 2a6a4c0 ffffff 2
a7a4c0 2a7a4c0 ffffff 2
a8a4c0 2a8a4c0 ffffff 3
a9a4c0 2a9a4c0 ffffff 1
aaa4c0 2aaa4c0 ffffff 1
aba4c0 2aba4c0 ffffff 0
aca4c0 2aca4c0 ffffff 1
ada4c0 2ada4c0 ffffff 0
aea4c0 2aea4c0 ffffff 0
afa4c0 2afa4c0 ffffff 2
b0a4c0 2b0a4c0 ffffff 2
b1a4c0 2b1a4c0 ffffff 3
b2a4c0 2b2a4c0 ffffff 1
b3a4c0 2b3a4c0 ffffff 0
b4a4c0 2b4a4c0 ffffff 3
b5a4c0 2b5a4c0 ffffff 2
b6a4c0 2b6a4c0 ffffff 2
b7a4c0 2b7a4c0 ffffff 0
b8a4c0 2b8a4c0 ffffff 3
b9a4c0 2b9a4c0 ffffff 2
baa4c0 2baa4c0 ffffff 0
bba4c0 2bba4c0 ffffff 0
bca4c0 2bca4c0 ffffff 1
bda4c0 2bda4c0 ffffff 2
bea4c0 2bea4c0 ffffff 2
bfa4c0 2bfa4c0 ffffff 3
c0a4c0 2c0a4c0 ffffff 3
c1a4c0 2c1a4c0 ffffff 1
c2a4c0 2c2a4c0 ffffff 2
c3a4c0 2c3a4c0 ffffff 0
c4a4c0 2c4a4c0 ffffff 0
c5a4c0 2c5a4c0 ffffff 0
c6a4c0 2c6a4c0 ffffff 1
c7a4c0 2c7a4c0 ffffff 2
c8a4c0 2c8a4c0 ffffff 1
c9a4c0 2c9a4c0 ffffff 3
caa4c0 2caa4c0 ffffff 2
cba4c0 2cba4c0 ffffff 2
cca4c0 2cca4c0 ffffff 0
cda4c0 2cda4c0 ffffff 1
cea4c0 2cea4c0 ffffff 3
cfa4c0 2cfa4c0 ffffff 3
d0a4c0 2d0a4c0 ffffff 0
d1a4c0 2d1a4c0 ffffff 1
d2a4c0 2d2a4c0 ffffff 3
d3a4c0 2d3a4c0 ffffff 0
d4a4c0 2d4a4c0 ffffff 3
d5a4c0 2d5a4c0 ffffff 2
d6a4c0 2d6a4c0 ffffff 3
d7a4c0 2d7a4c0 ffffff 1
d8a4c0 2d8a4c0 ffffff 1
d9a4c0 2d9a4c0 ffffff 3
daa4c0 2daa4c0 ffffff 3
dba4c0 2dba4c0 ffffff 2
dca4c0 2dca4c0 ffffff 0
dda4c0 2dda4c0 ffffff 2
dea4c0 2dea4c0 ffffff 1
dfa4c0 2dfa4c0 ffffff 1
e0a4c0 2e0a4c0 ffffff 0
e1a4c0 2e1a4c0 ffffff 1
e2a4c0 2e2a4c0 ffffff 1
e3a4c0 2e3a4c0 ffffff 3
e4a4c0 2e4a4c0 ffffff 2
e5a4c0 2e5a4c0 ffffff 3
e6a4c0 2e6a4c0 ffffff 0
e7a4c0 2e7a4c0 ffffff 1
e8a4c0 2e8a4c0 ffffff 2
e9a4c0 2e9a4c0 ffffff 1
eaa4c0 2eaa4c0 ffffff 1
eba4c0 2eba4c0 ffffff 3
eca4c0 2eca4c0 ffffff 2
eda4c0 2eda4c0 ffffff 2
eea4c0 2eea4c0 ffffff 2
efa4c0 2efa4c0 ffffff 3
f0a4c0 2f0a4c0 ffffff 0
f1a4c0 2f1a4c0 ffffff 1
f2a4c0 2f2a4c0 ffffff 1
f3a4c0 2f3a4c0 ffffff 0
f4a4c0 2f4a4c0 ffffff 2
f5a4c0 2f5a4c0 ffffff 3
f6a4c0 2f6a4c0 ffffff 1
f7a4c0 2f7a4c0 ffffff 1
f8a4c0 2f8a4c0 ffffff 3
f9a4c0 2f9a4c0 ffffff 1
faa4c0 2faa4c0 ffffff 1
fba4c0 2fba4c0 ffffff 2
fca4c0 2fca4c0 ffffff 0
fda4c0 2fda4c0 ffffff 0
fea4c0 2fea4c0 ffffff 1
ffa4c0 2ffa4c0 ffffff 0
4a5c0 204a5c0 ffffff 2
5a5c0 205a5c0 ffffff 1
6a5c0 206a5c0 ffffff 1
7a5c0 207a5c0 ffffff 1
8a5c0 208a5c0 ffffff 1
9a5c0 209a5c0 ffffff 2
aa5c0 20aa5c0 ffffff 0
ba5c0 20ba5c0 ffffff 3
ca5c0 20ca5c0 ffffff 0
da5c0 20da5c0 ffffff 0
ea5c0 20ea5c0 ffffff 3
fa5c0 20fa5c0 ffffff 0
10a5c0 210a5c0 ffffff 0
11a5c0 211a5c0 ffffff 3
12a5c0 212a5c0 ffffff 0
13a5c0 213a5c0 ffffff 1
14a5c0 214a5c0 ffffff 2
15a5c0 215a5c0 ffffff 2
16a5c0 216a5c0 ffffff 3
17a5c0 217a5c0 ffffff 1
18a5c0 218a5c0 ffffff 3
19a5c0 219a5c0 ffffff 2
1aa5c0 21aa5c0 ffffff 2
1ba5c0 21ba5c0 ffffff 2
1ca5c0 21ca5c0 ffffff 2
1da5c0 21da5c0 ffffff 3
1ea5c0 21ea5c0 ffffff 3
1fa5c0 21fa5c0 ffffff 0
20a5c0 220a5c0 ffffff 1
21a5c0 221a5c0 ffffff 2
22a5c0 222a5c0 ffffff 3
23a5c0 223a5c0 ffffff 1
24a5c0 224a5c0 ffffff 0
25a5c0 225a5c0 ffffff 2
26a5c0 226a5c0 ffffff 3
27a5c0 227a5c0 ffffff 2
28a5c0 228a5c0 ffffff 0
29a5c0 229a5c0 ffffff 3
2aa5c0 22aa5c0 ffffff 0
2ba5c0 22ba5c0 ffffff 2
2ca5c0 22ca5c0 ffffff 2
2da5c0 22da5c0 ffffff 3
2ea5c0 22ea5c0 ffffff 1
2fa5c0 22fa5c0 ffffff 1
30a5c0 230a5c0 ffffff 3
31a5c0 231a5c0 ffffff 3
32a5c0 232a5c0 ffffff 0
33a5c0 233a5c0 ffffff 2
34a5c0 234a5c0 ffffff 3
35a5c0 235a5c0 ffffff 0
36a5c0 236a5c0 ffffff 2
37a5c0 237a5c0 ffffff 3
38a5c0 238a5c0 ffffff 2
39a5c0 239a5c0 ffffff 0
3aa5c0 23aa5c0 ffffff 3
3ba5c0 23ba5c0 ffffff 0
3ca5c0 23ca5c0 ffffff 3
3da5c0 23da5c0 ffffff 1
3ea5c0 23ea5c0 ffffff 1
3fa5c0 23fa5c0 ffffff 1
40a5c0 240a5c0 ffffff 3
41a5c0 241a5c0 ffffff 3
42a5c0 242a5c0 ffffff 3
43a5c0 243a5c0 ffffff 1
44a5c0 244a5c0 ffffff 2
45a5c0 245a5c0 ffffff 2
46a5c0 246a5c0 ffffff 2
47a5c0 247a5c0 ffffff 0
48a5c0 248a5c0 ffffff 2
49a5c0 249a5c0 ffffff 3
4aa5c0 24aa5c0 ffffff 2
4ba5c0 24ba5c0 ffffff 2
4ca5c0 24ca5c0 ffffff 0
4da5c0 24da5c0 ffffff 1
4ea5c0 24ea5c0 ffffff 2
4fa5c0 24fa5c0 ffffff 1
50a5c0 250a5c0 ffffff 1
51a5c0 251a5c0 ffffff 2
52a5c0 252a5c0 ffffff 3
53a5c0 253a5c0 ffffff 1
54a5c0 254a5c0 ffffff 0
55a5c0 255a5c0 ffffff 0
56a5c0 256a5c0 ffffff 2
57a5c0 257a5c0 ffffff 2
58a5c0 258a5c0 ffffff 1
59a5c0 259a5c0 ffffff 1
5aa5c0 25aa5c0 ffffff 0
5ba5c0 25ba5c0 ffffff 2
5ca5c0 25ca5c0 ffffff 0
5da5c0 25da5c0 ffffff 1
5ea5c0 25ea5c0 ffffff 1
5fa5c0 25fa5c0 ffffff 0
60a5c0 260a5c0 ffffff 3
61a5c0 261a5c0 ffffff 0
62a5c0 262a5c0 ffffff 1
63a5c0 263a5c0 ffffff 0
64a5c0 264a5c0 ffffff 1
65a5c0 265a5c0 ffffff 3
66a5c0 266a5c0 ffffff 1
67a5c0 267a5c0 ffffff 1
68a5c0 268a5c0 ffffff 2
69a5c0 269a5c0 ffffff 0
6aa5c0 26aa5c0 ffffff 1
6ba5c0 26ba5c0 ffffff 2
6ca5c0 26ca5c0 ffffff 0
6da5c0 26da5c0 ffffff 0
6ea5c0 26ea5c0 ffffff 1
6fa5c0 26fa5c0 ffffff 3
70a5c0 270a5c0 ffffff 0
71a5c0 271a5c0 ffffff 2
72a5c0 272a5c0 ffffff 0
73a5c0 273a5c0 ffffff 0
74a5c0 274a5c0 ffffff 0
75a5c0 275a5c0 ffffff 1
76a5c0 276a5c0 ffffff 3
77a5c0 277a5c0 ffffff 0
78a5c0 278a5c0 ffffff 2
79a5c0 279a5c0 ffffff 2
7aa5c0 27aa5c0 ffffff 0
7ba5c0 27ba5c0 ffffff 3
7ca5c0 27ca5c0 ffffff 2
7da5c0 27da5c0 ffffff 2
7ea5c0 27ea5c0 ffffff 2
7fa5c0 27fa5c0 ffffff 2
80a5c0 280a5c0 ffffff 0
81a5c0 281a5c0 ffffff 1
82a5c0 282a5c0 ffffff 3
83a5c0 283a5c0 ffffff 3
84a5c0 284a5c0 ffffff 1
85a5c0 285a5c0 ffffff 1
86a5c0 286a5c0 ffffff 3
87a5c0 287a5c0 ffffff 0
88a5c0 288a5c0 ffffff 0
89a5c0 289a5c0 ffffff 1
8aa5c0 28aa5c0 ffffff 0
8ba5c0 28ba5c0 ffffff 1
8ca5c0 28ca5c0 ffffff 2
8da5c0 28da5c0 ffffff 2
8ea5c0 28ea5c0 ffffff 0
8fa5c0 28fa5c0 ffffff 3
90a5c0 290a5c0 ffffff 2
91a5c0 291a5c0 ffffff 1
92a5c0 292a5c0 ffffff 2
93a5c0 293a5c0 ffffff 1
94a5c0 294a5c0 ffffff 1
95a5c0 295a5c0 ffffff 2
96a5c0 296a5c0 ffffff 3
97a5c0 297a5c0 ffffff 3
98a5c0 298a5c0 ffffff 2
99a5c0 299a5c0 ffffff 1
9aa5c0 29aa5c0 ffffff 1
9ba5c0 29ba5c0 ffffff 1
9ca5c0 29ca5c0 ffffff 0
9da5c0 29da5c0 ffffff 3
9ea5c0 29ea5c0 ffffff 2
9fa5c0 29fa5c0 ffffff 2
a0a5c0 2a0a5c0 ffffff 3
a1a5c0 2a1a5c0 ffffff 0
a2a5c0 2a2a5c0 ffffff 3
a3a5c0 2a3a5c0 ffffff 1
a4a5c0 2a4a5c0 ffffff 2
a5a5c0 2a5a5c0 ffffff 1
a6a5c0 2a6a5c0 ffffff 2
a7a5c0 2a7a5c0 ffffff 2
a8a5c0 2a8a5c0 ffffff 1
a9a5c0 2a9a5c0 ffffff 3
aaa5c0 2aaa5c0 ffffff 3
aba5c0 2aba5c0 ffffff 0
aca5c0 2aca5c0 ffffff 0
ada5c0 2ada5c0 ffffff 0
aea5c0 2aea5c0 ffffff 0
afa5c0 2afa5c0 ffffff 3
b0a5c0 2b0a5c0 ffffff 1
b1a5c0 2b1a5c0 ffffff 1
b2a5c0 2b2a5c0 ffffff 0
b3a5c0 2b3a5c0 ffffff 0
b4a5c0 2b4a5c0 ffffff 0
b5a5c0 2b5a5c0 ffffff 2
b6a5c0 2b6a5c0 ffffff 3
b7a5c0 2b7a5c0 ffffff 1
b8a5c0 2b8a5c0 ffffff 2
b9a5c0 2b9a5c0 ffffff 1
baa5c0 2baa5c0 ffffff 3
bba5c0 2bba5c0 ffffff 3
bca5c0 2bca5c0 ffffff 1
bda5c0 2bda5c0 ffffff 2
bea5c0 2bea5c0 ffffff 0
bfa5c0 2bfa5c0 ffffff 1
c0a5c0 2c0a5c0 ffffff 2
c1a5c0 2c1a5c0 ffffff 2
c2a5c0 2c2a5c0 ffffff 3
c3a5c0 2c3a5c0 ffffff 0
c4a5c0 2c4a5c0 ffffff 3
c5a5c0 2c5a5c0 ffffff 2
c6a5c0 2c6a5c0 ffffff 1
c7a5c0 2c7a5c0 ffffff 3
c8a5c0 2c8a5c0 ffffff 0
c9a5c0 2c9a5c0 ffffff 3
caa5c0 2caa5c0 ffffff 3
cba5c0 2cba5c0 ffffff 1
cca5c0 2cca5c0 ffffff 3
cda5c0 2cda5c0 ffffff 0
cea5c0 2cea5c0 ffffff 3
cfa5c0 2cfa5c0 ffffff 3
d0a5c0 2d0a5c0 ffffff 1
d1a5c0 2d1a5c0 ffffff 2
d2a5c0 2d2a5c0 ffffff 3
d3a5c0 2d3a5c0 ffffff 2
d4a5c0 2d4a5c0 ffffff 0
d5a5c0 2d5a5c0 ffffff 2
d6a5c0 2d6a5c0 ffffff 2
d7a5c0 2d7a5c0 ffffff 1
d8a5c0 2d8a5c0 ffffff 1
d9a5c0 2d9a5c0 ffffff 0
daa5c0 2daa5c0 ffffff 2
dba5c0 2dba5c0 ffffff 3
dca5c0 2dca5c0 ffffff 3
dda5c0 2dda5c0 ffffff 0
dea5c0 2dea5c0 ffffff 2
dfa5c0 2dfa5c0 ffffff 0
e0a5c0 2e0a5c0 ffffff 3
e1a5c0 2e1a5c0 ffffff 3
e2a5c0 2e2a5c0 ffffff 1
e3a5c0 2e3a5c0 ffffff 3
e4a5c0 2e4a5c0 ffffff 2
e5a5c0 2e5a5c0 ffffff 0
e6a5c0 2e6a5c0 ffffff 2
e7a5c0 2e7a5c0 ffffff 0
e8a5c0 2e8a5c0 ffffff 2
e9a5c0 2e9a5c0 ffffff 1
eaa5c0 2eaa5c0 ffffff 3
eba5c0 2eba5c0 ffffff 3
eca5c0 2eca5c0 ffffff 3
eda5c0 2eda5c0 ffffff 1
eea5c0 2eea5c0 ffffff 1
efa5c0 2efa5c0 ffffff 3
f0a5c0 2f0a5c0 ffffff 0
f1a5c0 2f1a5c0 ffffff 3
f2a5c0 2f2a5c0 ffffff 3
f3a5c0 2f3a5c0 ffffff 2
f4a5c0 2f4a5c0 ffffff 2
f5a5c0 2f5a5c0 ffffff 2
f6a5c0 2f6a5c0 ffffff 0
f7a5c0 2f7a5c0 ffffff 0
f8a5c0 2f8a5c0 ffffff 1
f9a5c0 2f9a5c0 ffffff 1
faa5c0 2faa5c0 ffffff 0
fba5c0 2fba5c0 ffffff 0
fca5c0 2fca5c0 ffffff 3
fda5c0 2fda5c0 ffffff 0
fea5c0 2fea5c0 ffffff 2
ffa5c0 2ffa5c0 ffffff 1
4a6c0 204a6c0 ffffff 3
5a6c0 205a6c0 ffffff 3
6a6c0 206a6c0 ffffff 2
7a6c0 207a6c0 ffffff 2
8a6c0 208a6c0 ffffff 0
9a6c0 209a6c0 ffffff 3
aa6c0 20aa6c0 ffffff 2
ba6c0 20ba6c0 ffffff 2
ca6c0 20ca6c0 ffffff 1
da6c0 20da6c0 ffffff 0
ea6c0 20ea6c0 ffffff 1
fa6c0 20fa6c0 ffffff 2
10a6c0 210a6c0 ffffff 0
11a6c0 211a6c0 ffffff 1
12a6c0 212a6c0 ffffff 2
13a6c0 213a6c0 ffffff 0
14a6c0 214a6c0 ffffff 1
15a6c0 215a6c0 ffffff 2
16a6c0 216a6c0 ffffff 2
17a6c0 217a6c0 ffffff 2
18a6c0 218a6c0 ffffff 2
19a6c0 219a6c0 ffffff 2
1aa6c0 21aa6c0 ffffff 2
1ba6c0 21ba6c0 ffffff 0
1ca6c0 21ca6c0 ffffff 3
1da6c0 21da6c0 ffffff 0
1ea6c0 21ea6c0 ffffff 1
1fa6c0 21fa6c0 ffffff 3
20a6c0 220a6c0 ffffff 1
21a6c0 221a6c0 ffffff 3
22a6c0 222a6c0 ffffff 0
23a6c0 223a6c0 ffffff 2
24a6c0 224a6c0 ffffff 3
25a6c0 225a6c0 ffffff 1
26a6c0 226a6c0 ffffff 2
27a6c0 227a6c0 ffffff 2
28a6c0 228a6c0 ffffff 3
29a6c0 229a6c0 ffffff 0
2aa6c0 22aa6c0 ffffff 0
2ba6c0 22ba6c0 ffffff 1
2ca6c0 22ca6c0 ffffff 0
2da6c0 22da6c0 ffffff 3
2ea6c0 22ea6c0 ffffff 3
2fa6c0 22fa6c0 ffffff 1
30a6c0 230a6c0 ffffff 1
31a6c0 231a6c0 ffffff 1
32a6c0 232a6c0 ffffff 1
33a6c0 233a6c0 ffffff 2
34a6c0 234a6c0 ffffff 1
35a6c0 235a6c0 ffffff 2
36a6c0 236a6c0 ffffff 1
37a6c0 237a6c0 ffffff 3
38a6c0 238a6c0 ffffff 1
39a6c0 239a6c0 ffffff 3
3aa6c0 23aa6c0 ffffff 0
3ba6c0 23ba6c0 ffffff 1
3ca6c0 23ca6c0 ffffff 2
3da6c0 23da6c0 ffffff 3
3ea6c0 23ea6c0 ffffff 2
3fa6c0 23fa6c0 ffffff 0
40a6c0 240a6c0 ffffff 1
41a6c0 241a6c0 ffffff 1
42a6c0 242a6c0 ffffff 2
43a6c0 243a6c0 ffffff 2
44a6c0 244a6c0 ffffff 1
45a6c0 245a6c0 ffffff 1
46a6c0 246a6c0 ffffff 0
47a6c0 247a6c0 ffffff 3
48a6c0 248a6c0 ffffff 3
49a6c0 249a6c0 ffffff 2
4aa6c0 24aa6c0 ffffff 3
4ba6c0 24ba6c0 ffffff 3
4ca6c0 24ca6c0 ffffff 1
4da6c0 24da6c0 ffffff 3
4ea6c0 24ea6c0 ffffff 1
4fa6c0 24fa6c0 ffffff 3
50a6c0 250a6c0 ffffff 0
51a6c0 251a6c0 ffffff 1
52a6c0 252a6c0 ffffff 1
53a6c0 253a6c0 ffffff 1
54a6c0 254a6c0 ffffff 2
55a6c0 255a6c0 ffffff 0
56a6c0 256a6c0 ffffff 3
57a6c0 257a6c0 ffffff 0
58a6c0 258a6c0 ffffff 1
59a6c0 259a6c0 ffffff 0
5aa6c0 25aa6c0 ffffff 2
5ba6c0 25ba6c0 ffffff 0
5ca6c0 25ca6c0 ffffff 2
5da6c0 25da6c0 ffffff 1
5ea6c0 25ea6c0 ffffff 3
5fa6c0 25fa6c0 ffffff 3
60a6c0 260a6c0 ffffff 3
61a6c0 261a6c0 ffffff 0
62a6c0 262a6c0 ffffff 1
63a6c0 263a6c0 ffffff 2
64a6c0 264a6c0 ffffff 1
65a6c0 265a6c0 ffffff 1
66a6c0 266a6c0 ffffff 3
67a6c0 267a6c0 ffffff 0
68a6c0 268a6c0 ffffff 0
69a6c0 269a6c0 ffffff 0
6aa6c0 26aa6c0 ffffff 3
6ba6c0 26ba6c0 ffffff 3
6ca6c0 26ca6c0 ffffff 2
6da6c0 26da6c0 ffffff 2
6ea6c0 26ea6c0 ffffff 0
6fa6c0 26fa6c0 ffffff 2
70a6c0 270a6c0 ffffff 3
71a6c0 271a6c0 ffffff 1
72a6c0 272a6c0 ffffff 3
73a6c0 273a6c0 ffffff 2
74a6c0 274a6c0 ffffff 2
75a6c0 275a6c0 ffffff 0
76a6c0 276a6c0 ffffff 1
77a6c0 277a6c0 ffffff 3
78a6c0 278a6c0 ffffff 1
79a6c0 279a6c0 ffffff 0
7aa6c0 27aa6c0 ffffff 1
7ba6c0 27ba6c0 ffffff 3
7ca6c0 27ca6c0 ffffff 0
7da6c0 27da6c0 ffffff 3
7ea6c0 27ea6c0 ffffff 2
7fa6c0 27fa6c0 ffffff 2
80a6c0 280a6c0 ffffff 0
81a6c0 281a6c0 ffffff 3
82a6c0 282a6c0 ffffff 2
83a6c0 283a6c0 ffffff 0
84a6c0 284a6c0 ffffff 3
85a6c0 285a6c0 ffffff 0
86a6c0 286a6c0 ffffff 0
87a6c0 287a6c0 ffffff 2
88a6c0 288a6c0 ffffff 0
89a6c0 289a6c0 ffffff 0
8aa6c0 28aa6c0 ffffff 2
8ba6c0 28ba6c0 ffffff 3
8ca6c0 28ca6c0 ffffff 1
8da6c0 28da6c0 ffffff 2
8ea6c0 28ea6c0 ffffff 1
8fa6c0 28fa6c0 ffffff 3
90a6c0 290a6c0 ffffff 0
91a6c0 291a6c0 ffffff 3
92a6c0 292a6c0 ffffff 2
93a6c0 293a6c0 ffffff 1
94a6c0 294a6c0 ffffff 2
95a6c0 295a6c0 ffffff 0
96a6c0 296a6c0 ffffff 3
97a6c0 297a6c0 ffffff 0
98a6c0 298a6c0 ffffff 1
99a6c0 299a6c0 ffffff 2
9aa6c0 29aa6c0 ffffff 3
9ba6c0 29ba6c0 ffffff 3
9ca6c0 29ca6c0 ffffff 2
9da6c0 29da6c0 ffffff 2
9ea6c0 29ea6c0 ffffff 0
9fa6c0 29fa6c0 ffffff 1
a0a6c0 2a0a6c0 ffffff 3
a1a6c0 2a1a6c0 ffffff 2
a2a6c0 2a2a6c0 ffffff 0
a3a6c0 2a3a6c0 ffffff 3
a4a6c0 2a4a6c0 ffffff 0
a5a6c0 2a5a6c0 ffffff 1
a6a6c0 2a6a6c0 ffffff 3
a7a6c0 2a7a6c0 ffffff 0
a8a6c0 2a8a6c0 ffffff 1
a9a6c0 2a9a6c0 ffffff 3
aaa6c0 2aaa6c0 ffffff 3
aba6c0 2aba6c0 ffffff 1
aca6c0 2aca6c0 ffffff 3
ada6c0 2ada6c0 ffffff 0
aea6c0 2aea6c0 ffffff 0
afa6c0 2afa6c0 ffffff 0
b0a6c0 2b0a6c0 ffffff 0
b1a6c0 2b1a6c0 ffffff 1
b2a6c0 2b2a6c0 ffffff 3
b3a6c0 2b3a6c0 ffffff 1
b4a6c0 2b4a6c0 ffffff 1
b5a6c0 2b5a6c0 ffffff 1
b6a6c0 2b6a6c0 ffffff 3
b7a6c0 2b7a6c0 ffffff 0
b8a6c0 2b8a6c0 ffffff 3
b9a6c0 2b9a6c0 ffffff 1
baa6c0 2baa6c0 ffffff 1
bba6c0 2bba6c0 ffffff 1
bca6c0 2bca6c0 ffffff 3
bda6c0 2bda6c0 ffffff 1
bea6c0 2bea6c0 ffffff 1
bfa6c0 2bfa6c0 ffffff 2
c0a6c0 2c0a6c0 ffffff 2
c1a6c0 2c1a6c0 ffffff 2
c2a6c0 2c2a6c0 ffffff 1
c3a6c0 2c3a6c0 ffffff 2
c4a6c0 2c4a6c0 ffffff 1
c5a6c0 2c5a6c0 ffffff 2
c6a6c0 2c6a6c0 ffffff 1
c7a6c0 2c7a6c0 ffffff 3
c8a6c0 2c8a6c0 ffffff 2
c9a6c0 2c9a6c0 ffffff 3
caa6c0 2caa6c0 ffffff 0
cba6c0 2cba6c0 ffffff 2
cca6c0 2cca6c0 ffffff 2
cda6c0 2cda6c0 ffffff 3
cea6c0 2cea6c0 ffffff 0
cfa6c0 2cfa6c0 ffffff 1
d0a6c0 2d0a6c0 ffffff 1
d1a6c0 2d1a6c0 ffffff 1
d2a6c0 2d2a6c0 ffffff 3
d3a6c0 2d3a6c0 ffffff 0
d4a6c0 2d4a6c0 ffffff 1
d5a6c0 2d5a6c0 ffffff 3
d6a6c0 2d6a6c0 ffffff 2
d7a6c0 2d7a6c0 ffffff 1
d8a6c0 2d8a6c0 ffffff 2
d9a6c0 2d9a6c0 ffffff 0
daa6c0 2daa6c0 ffffff 0
dba6c0 2dba6c0 ffffff 1
dca6c0 2dca6c0 ffffff 1
dda6c0 2dda6c0 ffffff 0
dea6c0 2dea6c0 ffffff 1
dfa6c0 2dfa6c0 ffffff 1
e0a6c0 2e0a6c0 ffffff 3
e1a6c0 2e1a6c0 ffffff 0
e2a6c0 2e2a6c0 ffffff 3
e3a6c0 2e3a6c0 ffffff 2
e4a6c0 2e4a6c0 ffffff 2
e5a6c0 2e5a6c0 ffffff 1
e6a6c0 2e6a6c0 ffffff 2
e7a6c0 2e7a6c0 ffffff 3
e8a6c0 2e8a6c0 ffffff 3
e9a6c0 2e9a6c0 ffffff 2
eaa6c0 2eaa6c0 ffffff 1
eba6c0 2eba6c0 ffffff 3
eca6c0 2eca6c0 ffffff 1
eda6c0 2eda6c0 ffffff 3
eea6c0 2eea6c0 ffffff 0
efa6c0 2efa6c0 ffffff 0
f0a6c0 2f0a6c0 ffffff 0
f1a6c0 2f1a6c0 ffffff 1
f2a6c0 2f2a6c0 ffffff 0
f3a6c0 2f3a6c0 ffffff 3
f4a6c0 2f4a6c0 ffffff 2
f5a6c0 2f5a6c0 ffffff 0
f6a6c0 2f6a6c0 ffffff 2
f7a6c0 2f7a6c0 ffffff 2
f8a6c0 2f8a6c0 ffffff 3
f9a6c0 2f9a6c0 ffffff 2
faa6c0 2faa6c0 ffffff 0
fba6c0 2fba6c0 ffffff 3
fca6c0 2fca6c0 ffffff 1
fda6c0 2fda6c0 ffffff 0
fea6c0 2fea6c0 ffffff 2
ffa6c0 2ffa6c0 ffffff 0
4a7c0 204a7c0 ffffff 2
5a7c0 205a7c0 ffffff 0
6a7c0 206a7c0 ffffff 0
7a7c0 207a7c0 ffffff 3
8a7c0 208a7c0 ffffff 3
9a7c0 209a7c0 ffffff 1
aa7c0 20aa7c0 ffffff 2
ba7c0 20ba7c0 ffffff 3
ca7c0 20ca7c0 ffffff 1
da7c0 20da7c0 ffffff 3
ea7c0 20ea7c0 ffffff 1
fa7c0 20fa7c0 ffffff 1
10a7c0 210a7c0 ffffff 2
11a7c0 211a7c0 ffffff 1
12a7c0 212a7c0 ffffff 0
13a7c0 213a7c0 ffffff 2
14a7c0 214a7c0 ffffff 1
15a7c0 215a7c0 ffffff 0
16a7c0 216a7c0 ffffff 1
17a7c0 217a7c0 ffffff 2
18a7c0 218a7c0 ffffff 2
19a7c0 219a7c0 ffffff 3
1aa7c0 21aa7c0 ffffff 2
1ba7c0 21ba7c0 ffffff 1
1ca7c0 21ca7c0 ffffff 3
1da7c0 21da7c0 ffffff 0
1ea7c0 21ea7c0 ffffff 1
1fa7c0 21fa7c0 ffffff 0
20a7c0 220a7c0 ffffff 3
21a7c0 221a7c0 ffffff 1
22a7c0 222a7c0 ffffff 0
23a7c0 223a7c0 ffffff 0
24a7c0 224a7c0 ffffff 2
25a7c0 225a7c0 ffffff 3
26a7c0 226a7c0 ffffff 1
27a7c0 227a7c0 ffffff 0
28a7c0 228a7c0 ffffff 0
29a7c0 229a7c0 ffffff 1
2aa7c0 22aa7c0 ffffff 0
2ba7c0 22ba7c0 ffffff 2
2ca7c0 22ca7c0 ffffff 1
2da7c0 22da7c0 ffffff 1
2ea7c0 22ea7c0 ffffff 1
2fa7c0 22fa7c0 ffffff 0
30a7c0 230a7c0 ffffff 0
31a7c0 231a7c0 ffffff 2
32a7c0 232a7c0 ffffff 0
33a7c0 233a7c0 ffffff 0
34a7c0 234a7c0 ffffff 1
35a7c0 235a7c0 ffffff 1
36a7c0 236a7c0 ffffff 2
37a7c0 237a7c0 ffffff 2
38a7c0 238a7c0 ffffff 3
39a7c0 239a7c0 ffffff 2
3aa7c0 23aa7c0 ffffff 3
3ba7c0 23ba7c0 ffffff 3
3ca7c0 23ca7c0 ffffff 3
3da7c0 23da7c0 ffffff 3
3ea7c0 23ea7c0 ffffff 1
3fa7c0 23fa7c0 ffffff 1
40a7c0 240a7c0 ffffff 3
41a7c0 241a7c0 ffffff 2
42a7c0 242a7c0 ffffff 0
43a7c0 243a7c0 ffffff 0
44a7c0 244a7c0 ffffff 2
45a7c0 245a7c0 ffffff 1
46a7c0 246a7c0 ffffff 0
47a7c0 247a7c0 ffffff 0
48a7c0 248a7c0 ffffff 0
49a7c0 249a7c0 ffffff 3
4aa7c0 24aa7c0 ffffff 2
4ba7c0 24ba7c0 ffffff 2
4ca7c0 24ca7c0 ffffff 0
4da7c0 24da7c0 ffffff 2
4ea7c0 24ea7c0 ffffff 3
4fa7c0 24fa7c0 ffffff 0
50a7c0 250a7c0 ffffff 2
51a7c0 251a7c0 ffffff 3
52a7c0 252a7c0 ffffff 0
53a7c0 253a7c0 ffffff 3
54a7c0 254a7c0 ffffff 1
55a7c0 255a7c0 ffffff 0
56a7c0 256a7c0 ffffff 2
57a7c0 257a7c0 ffffff 1
58a7c0 258a7c0 ffffff 3
59a7c0 259a7c0 ffffff 2
5aa7c0 25aa7c0 ffffff 2
5ba7c0 25ba7c0 ffffff 0
5ca7c0 25ca7c0 ffffff 1
5da7c0 25da7c0 ffffff 3
